public_food_key,food_name,sheet,is_liquid_sheet,classification,energy_with_dietary_fibre_equated_kj,energy_without_dietary_fibre_equated_kj,moisture_water_g,protein_g,nitrogen_g,fat_total_g,ash_g,total_dietary_fibre_g,alcohol_g,total_sugars_g,added_sugars_g,free_sugars_g,starch_g,available_carbohydrate_without_sugar_alcohols_g,available_carbohydrate_with_sugar_alcohols_g,calcium_ca_mg,iodine_i_ug,iron_fe_mg,magnesium_mg_mg,phosphorus_p_mg,potassium_k_mg,selenium_se_ug,sodium_na_mg,zinc_zn_mg,retinol_preformed_vitamin_a_ug,betacarotene_ug,betacarotene_equivalents_provitamin_a_ug,vitamin_a_retinol_equivalents_ug,thiamin_b1_mg,riboflavin_b2_mg,niacin_b3_mg,niacin_derived_from_tryptophan_mg,niacin_derived_equivalents_mg,pyridoxine_b6_mg,cobalamin_b12_ug,folate_natural_ug,folic_acid_ug,total_folates_ug,dietary_folate_equivalents_ug,vitamin_c_mg,cholecalciferol_d3_ug,ergocalciferol_d2_ug,25hydroxy_cholecalciferol_25oh_d3_ug,25hydroxy_ergocalciferol_25oh_d2_ug,vitamin_d3_equivalents_ug,alpha_tocopherol_mg,vitamin_e_mg,total_saturated_fatty_acids_equated_percentt,total_monounsaturated_fatty_acids_equated_percentt,c182w6_percentt,c183w3_percentt,c205w3_percentt,c225w3_percentt,c226w3_percentt,total_polyunsaturated_fatty_acids_equated_percentt,total_long_chain_omega_3_fatty_acids_equated_percentt,total_trans_fatty_acids_imputed_percentt,total_saturated_fatty_acids_equated_g,total_monounsaturated_fatty_acids_equated_g,c182w6_g,c183w3_g,c205w3_mg,c225w3_mg,c226w3_mg,total_polyunsaturated_fatty_acids_equated_g,total_long_chain_omega_3_fatty_acids_equated_mg,total_trans_fatty_acids_imputed_mg,caffeine_mg,cholesterol_mg,tryptophan_mggn,tryptophan_mg,fructose_g,glucose_g,sucrose_g,maltose_g,lactose_g,chloride_cl_mg,copper_cu_mg,fluoride_f_ug,manganese_mn_mg,sulphur_s_mg,alphacarotene_ug,cryptoxanthin_ug,c10_percentt,c12_percentt,c14_percentt,c15_percentt,c16_percentt,c17_percentt,c18_percentt,c20_percentt,c22_percentt,c24_percentt,c151_percentt,c161_percentt,c171_percentt,c181_percentt,c201_percentt,c221_percentt,c203w3_percentt,c204w6_percentt,c10_g,c12_g,c14_g,c15_g,c16_g,c17_g,c18_g,c20_g,c22_g,c24_g,c151_g,c161_g,c171_g,c181_g,c201_g,c221_g,c203w3_mg,c204w6_mg,galactose_g,chromium_cr_ug,molybdenum_mo_ug,nickel_ni_ug,pantothenic_acid_b5_mg,biotin_b7_ug,c6_percentt,c8_percentt,c6_g,c8_g,citric_acid_g,lactic_acid_g,malic_acid_g,quinic_acid_g,c4_percentt,c141_percentt,c241_percentt,c183w6_percentt,c202w6_percentt,c203w6_percentt,c224w6_percentt,c4_g,c141_g,c241_g,c183w6_mg,c202w6_mg,c203w6_mg,c224w6_mg,dextrin_g,alanine_mggn,arginine_mggn,aspartic_acid_mggn,cystine_plus_cysteine_mggn,glutamic_acid_mggn,glycine_mggn,histidine_mggn,isoleucine_mggn,leucine_mggn,lysine_mggn,methionine_mggn,phenylalanine_mggn,proline_mggn,serine_mggn,threonine_mggn,tyrosine_mggn,valine_mggn,alanine_mg,arginine_mg,aspartic_acid_mg,cystine_plus_cysteine_mg,glutamic_acid_mg,glycine_mg,histidine_mg,isoleucine_mg,leucine_mg,lysine_mg,methionine_mg,phenylalanine_mg,proline_mg,serine_mg,threonine_mg,tyrosine_mg,valine_mg,maltotrios_g,maltodextrin_g,acetic_acid_g,succinic_acid_g,tartaric_acid_g,aluminium_al_ug,antimony_sb_ug,arsenic_as_ug,cadmium_cd_ug,lead_pb_ug,mercury_hg_ug,tin_sn_ug,beta_tocopherol_mg,delta_tocopherol_mg,gamma_tocopherol_mg,propionic_acid_g,c221w11_percentt,c184w3_percentt,c222w6_percentt,c221w11_mg,c184w3_mg,c222w6_mg,oxalic_acid_g,xanthophyl_ug,cobalt_co_ug,resistant_starch_g,c11_percentt,c13_percentt,c21_percentt,c23_percentt,c11_g,c13_g,c21_g,c23_g,c19_percentt,c19_g,total_undifferentiated_fatty_acids_percentt,total_undifferentiated_fatty_acids_mass_basis_basis_mg,alpha_tocotrienol_mg,beta_tocotrienol_mg,delta_tocotrienol_mg,gamma_tocotrienol_mg,inulin_g,lutein_ug,lycopene_ug,raffinose_g,stachyose_g,sorbitol_g,shikimic_acid_g,mannitol_g,c204_percentt,c204_g,oligosaccharides_g,glycogen_g,c121_percentt,c162w4_percentt,c163_percentt,c183w4_percentt,c184w1_percentt,c202_percentt,c203_percentt,c204w3_percentt,c215w3_percentt,c222_percentt,c225w6_percentt,c121_g,c162w4_mg,c163_g,c183w4_g,c184w1_g,c202_mg,c203_mg,c204w3_mg,c215w3_g,c222_g,c225w6_g,c122_percentt,c122_g,glycerol_g,erythritol_g,maltitol_g,xylitol_g,polydextrose_g,fumaric_acid_g
F002247,"Capsicum, red, fresh, raw",All solids & liquids per 100g,True,24705.0,115.0,106.0,93.0,1.1,0.17,0.4,0.5,1.1,0.0,4.4,0.0,0.0,0.0,4.4,4.4,7.0,0.0,0.28,10.0,31.0,240.0,0.8,3.0,0.13,0.0,590.0,665.0,111.0,0.04,0.11,0.0,0.16,0.16,0.06,0.0,120.0,0.0,120.0,120.0,330.0,0.0,0.0,0.0,0.0,0.0,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,9.0,2.3,2.1,0.0,0.0,0.0,30.0,0.054,0.0,0.067,,0.0,150.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,3.3,,0.07,,,,,,0.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1.2,0.6,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002257,"Caramels, soft & hard",All solids & liquids per 100g,True,28401.0,1620.0,1608.0,6.2,2.5,0.39,11.4,1.0,1.5,0.0,54.6,49.2,49.2,15.9,74.5,74.5,67.0,20.0,0.3,11.0,65.0,120.0,0.0,250.0,0.4,72.0,23.0,23.0,76.0,0.0,0.11,0.0,0.54,0.54,0.02,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.49,79.9,13.11,1.8,0.3,0.0,0.0,0.0,2.13,0.0,6.2,8.65,1.42,0.2,0.03,0.0,0.0,0.0,0.23,0.0,675.79,0.0,14.0,80.0,32.0,0.8,6.1,39.2,6.5,2.0,380.0,0.08,48.0,0.09,30.0,0.0,0.0,3.6,20.3,11.2,0.5,23.8,0.4,14.1,0.2,0.0,0.0,,,,,,,0.0,0.0,0.39,2.2,1.21,0.05,2.58,0.04,1.53,0.02,0.0,0.0,,,,,,,0.0,0.0,,,,,0.21,1.6,1.0,3.7,0.11,0.4,,,,,1.1,,,,,,0.0,0.12,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002258,"Cardamom seed, dried, ground",All solids & liquids per 100g,True,31302.0,1236.0,1012.0,8.3,10.8,1.72,6.7,5.8,28.0,0.0,4.4,0.0,0.0,30.0,34.4,34.4,383.0,0.0,13.97,229.0,178.0,1119.0,11.7,18.0,7.47,0.0,22.0,22.0,4.0,0.198,0.182,1.1,2.64,3.74,0.23,0.0,3.0,0.0,3.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,2.8,2.85,34.34,43.94,15.6,6.1,0.0,0.0,0.0,21.72,0.0,0.0,2.2,2.81,1.0,0.39,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,90.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002263,"Carrot, baby, baked, no added fat",All solids & liquids per 100g,True,24301.0,146.0,117.0,87.4,0.8,0.12,0.1,0.6,3.6,0.0,6.0,0.0,0.0,0.0,6.0,6.0,46.0,0.0,0.54,12.0,34.0,228.0,0.0,55.0,0.22,0.0,7435.0,10047.0,1674.0,0.039,0.031,0.52,0.2,0.75,0.02,0.0,23.0,0.0,23.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,1.3,1.8,2.8,0.0,0.0,,,,,,4956.0,268.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,36.0,84.0,10.0,93.0,29.0,12.0,27.0,44.0,34.0,8.0,25.0,27.0,36.0,29.0,17.0,37.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002265,"Carrot, baby, peeled, fresh, boiled, drained",All solids & liquids per 100g,True,24301.0,144.0,116.0,87.5,0.8,0.12,0.1,0.6,3.5,0.0,5.9,0.0,0.0,0.0,5.9,5.9,43.0,0.0,0.51,11.0,30.0,203.0,0.0,52.0,0.2,0.0,6968.0,9416.0,1569.0,0.034,0.029,0.48,0.2,0.74,0.02,0.0,19.0,0.0,19.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,1.3,1.8,2.8,0.0,0.0,,,,,,4645.0,252.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,35.0,84.0,10.0,92.0,28.0,12.0,27.0,43.0,33.0,8.0,25.0,27.0,35.0,28.0,17.0,37.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002266,"Carrot, baby, peeled, fresh, raw",All solids & liquids per 100g,True,24301.0,134.0,108.0,88.4,0.7,0.11,0.1,0.6,3.3,0.0,5.5,0.0,0.0,0.0,5.5,5.5,42.0,0.0,0.5,11.0,31.0,210.0,0.0,51.0,0.2,0.0,7200.0,9730.0,1622.0,0.04,0.03,0.5,0.19,0.69,0.02,0.0,27.0,0.0,27.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,11.0,1.2,1.7,2.6,0.0,0.0,,,,,,4800.0,260.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.4,0.0,,,,,,,,,,,,,,,,431.0,292.0,694.0,83.0,764.0,236.0,98.0,223.0,361.0,278.0,69.0,208.0,223.0,292.0,237.0,139.0,306.0,48.0,33.0,78.0,9.0,86.0,26.0,11.0,25.0,40.0,31.0,8.0,23.0,25.0,33.0,26.0,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002274,"Carrot, mature, peeled, fresh, baked, no added fat",All solids & liquids per 100g,True,24301.0,179.0,146.0,86.0,0.7,0.12,0.0,1.1,4.1,0.0,7.6,0.0,0.0,0.5,8.0,8.0,32.0,0.6,0.29,14.0,38.0,322.0,0.0,60.0,0.21,0.0,9384.0,11824.0,1971.0,0.022,0.0,0.0,0.2,0.2,0.02,0.0,33.0,0.0,33.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,1.2,1.3,5.0,0.0,0.0,85.0,0.046,195.12,0.174,,4880.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,2.8,2.0,,0.15,3.6,,,,,0.0,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,34.0,81.0,10.0,89.0,28.0,11.0,26.0,42.0,32.0,8.0,24.0,26.0,34.0,28.0,16.0,36.0,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002275,"Carrot, mature, peeled, fresh, boiled, drained",All solids & liquids per 100g,True,24301.0,139.0,112.0,89.8,1.1,0.16,0.3,0.7,3.3,0.0,4.6,0.0,0.0,0.4,5.1,5.1,26.0,0.7,0.23,11.0,30.0,262.0,0.0,67.0,0.19,0.0,8109.0,10093.0,1682.0,0.023,0.023,0.19,0.29,0.48,0.01,0.0,29.0,0.0,29.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,17.0,0.8,1.0,2.7,0.1,0.0,,0.039,,0.14,,3968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,1.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,122.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002276,"Carrot, mature, peeled, fresh, raw",All solids & liquids per 100g,True,24301.0,146.0,119.0,88.5,0.6,0.1,0.0,0.9,3.4,0.0,6.2,0.0,0.0,0.4,6.6,6.6,26.0,0.6,0.24,12.0,31.0,264.0,0.0,49.0,0.17,0.0,8100.0,10206.0,1701.0,0.02,0.0,0.0,0.16,0.16,0.02,0.0,34.0,0.0,34.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,9.0,1.0,1.1,4.1,0.0,0.0,70.0,0.038,160.0,0.142,,4212.0,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,2.3,1.6,,0.12,3.0,,,,,0.0,0.0,0.3,0.0,,,,,,,,,,,,,,,,431.0,292.0,694.0,83.0,764.0,236.0,98.0,223.0,361.0,278.0,69.0,208.0,223.0,292.0,237.0,139.0,306.0,41.0,28.0,67.0,8.0,73.0,23.0,9.0,21.0,35.0,27.0,7.0,20.0,21.0,28.0,23.0,13.0,29.0,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002285,"Cassava, peeled, fresh, boiled, drained",All solids & liquids per 100g,True,24302.0,632.0,592.0,59.2,1.2,0.19,0.3,0.9,5.0,0.0,1.3,0.0,0.0,31.4,32.7,32.7,20.0,0.0,0.82,11.0,26.0,261.0,0.7,2.0,2.4,0.0,368.0,394.0,66.0,0.138,0.019,0.58,0.24,0.89,0.08,0.0,19.0,0.0,19.0,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,0.2,0.2,0.9,0.0,0.0,,,,,,39.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002286,"Cassava, peeled, fresh, raw",All solids & liquids per 100g,True,24302.0,587.0,550.0,62.0,1.1,0.18,0.2,0.8,4.6,0.0,1.2,0.0,0.0,29.2,30.4,30.4,20.0,0.0,0.8,11.0,27.0,270.0,0.7,2.0,2.35,0.0,380.0,408.0,68.0,0.16,0.02,0.6,0.22,0.82,0.09,0.0,27.0,0.0,27.0,27.0,40.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,0.2,0.2,0.8,0.0,0.0,,,,,,40.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002287,"Cassava, white flesh, peeled, fresh, boiled, drained",All solids & liquids per 100g,True,24302.0,692.0,652.0,55.3,0.6,0.1,0.3,0.9,4.9,0.0,1.3,0.0,0.0,35.4,36.7,36.7,21.0,0.0,1.02,13.0,26.0,242.0,0.7,2.0,2.45,0.0,29.0,44.0,7.0,0.198,0.01,0.39,0.13,0.56,0.08,0.0,19.0,0.0,19.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.1,0.2,1.0,0.0,0.0,,,,,,19.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002288,"Cassava, white flesh, peeled, fresh, raw",All solids & liquids per 100g,True,24302.0,644.0,607.0,58.4,0.6,0.1,0.3,0.8,4.6,0.0,1.2,0.0,0.0,32.9,34.1,34.1,21.0,0.0,1.0,13.0,27.0,250.0,0.7,2.0,2.4,0.0,30.0,45.0,8.0,0.23,0.01,0.4,0.12,0.52,0.09,0.0,27.0,0.0,27.0,27.0,38.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,7.0,0.1,0.2,0.9,0.0,0.0,,,,,,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002289,"Cassava, yellow flesh, peeled, fresh, boiled, drained",All solids & liquids per 100g,True,24302.0,571.0,530.0,63.1,1.7,0.28,0.2,0.9,5.0,0.0,1.3,0.0,0.0,27.4,28.7,28.7,18.0,0.0,0.61,9.0,26.0,281.0,0.7,2.0,2.35,0.0,706.0,745.0,124.0,0.077,0.029,0.77,0.35,1.21,0.08,0.0,19.0,0.0,19.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21.0,0.2,0.2,0.9,0.0,0.0,,,,,,58.0,19.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.3,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002290,"Cassava, yellow flesh, peeled, fresh, raw",All solids & liquids per 100g,True,24302.0,531.0,493.0,65.7,1.6,0.26,0.2,0.8,4.7,0.0,1.2,0.0,0.0,25.5,26.7,26.7,18.0,0.0,0.6,9.0,27.0,290.0,0.7,2.0,2.3,0.0,730.0,770.0,128.0,0.09,0.03,0.8,0.33,1.13,0.09,0.0,27.0,0.0,27.0,27.0,41.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,19.0,0.2,0.2,0.8,0.0,0.0,,,,,,60.0,20.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.3,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002377,"Cauliflower, fresh, boiled, drained",All solids & liquids per 100g,True,24202.0,106.0,96.0,92.4,2.0,0.31,0.2,0.7,1.2,0.0,2.9,0.0,0.0,0.5,3.4,3.4,18.0,0.0,0.32,15.0,43.0,227.0,0.0,40.0,0.2,0.0,0.0,0.0,0.0,0.033,0.047,0.0,0.37,0.37,0.13,0.0,38.0,0.0,38.0,38.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,1.4,1.4,0.0,0.0,0.0,31.0,0.026,166.67,0.13,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,4.1,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,115.0,172.0,26.0,226.0,84.0,36.0,78.0,135.0,96.0,26.0,73.0,73.0,96.0,78.0,53.0,114.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002378,"Cauliflower, fresh, raw",All solids & liquids per 100g,True,24202.0,102.0,93.0,92.7,1.9,0.3,0.2,0.7,1.2,0.0,2.8,0.0,0.0,0.5,3.3,3.3,18.0,0.0,0.32,16.0,46.0,242.0,0.0,40.0,0.2,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.36,0.36,0.17,0.0,56.0,0.0,56.0,56.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,21.0,1.4,1.4,0.0,0.0,0.0,30.0,0.025,160.0,0.125,,0.0,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,3.9,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,368.0,368.0,548.0,84.0,721.0,269.0,114.0,248.0,431.0,308.0,84.0,233.0,233.0,305.0,248.0,168.0,365.0,111.0,111.0,165.0,25.0,217.0,81.0,34.0,74.0,130.0,93.0,25.0,70.0,70.0,92.0,74.0,50.0,110.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002383,"Celeriac, peeled, boiled, drained",All solids & liquids per 100g,True,24302.0,174.0,128.0,85.6,1.7,0.28,0.2,1.5,5.5,0.0,3.0,0.0,0.0,0.0,3.0,5.4,42.0,0.0,0.2,22.0,28.0,426.0,0.7,21.0,0.51,0.0,10.0,19.0,3.0,0.052,0.126,0.77,0.38,1.24,0.14,0.0,6.0,0.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.4,0.37,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,0.6,0.4,1.9,0.0,0.0,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002384,"Celeriac, peeled, raw",All solids & liquids per 100g,True,24302.0,162.0,119.0,86.6,1.6,0.26,0.2,1.4,5.1,0.0,2.8,0.0,0.0,0.0,2.8,5.0,41.0,0.0,0.2,22.0,30.0,440.0,0.7,21.0,0.5,0.0,10.0,20.0,3.0,0.06,0.13,0.8,0.35,1.15,0.16,0.0,8.0,0.0,8.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.4,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,21.0,0.6,0.4,1.8,0.0,0.0,,,,,,10.0,10.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
